persona_id	version	group	Q1	Q2	Q3	Q4_1	Q4_2	Q4_3	Q4_4	Q4_5	Q4_6	Q4_7	Q6	q6_correct	Q7	Q8	Q9	Q10	Q11_code	Q11_name	Q12	Q13	Q14	Q15	status	retry_count	input_tokens	output_tokens	retry_t1	retry_t2	input_tokens_t1	output_tokens_t1	input_tokens_t2	output_tokens_t2
V3-D-196	V3	D	1	9	2	5	15	35	25	15	3	2	3	1	9	11	2	61	13	東京都	1	6	4	5	ok	0	4090	105	0	0	1686	86	2404	19
V3-D-197	V3	D	1	8	2	5	10	30	30	15	5	5	3	1	9	11	1	65	27	大阪府	2	6	6	1	ok	0	4060	105	0	0	1671	86	2389	19
V3-D-198	V3	D	1	8	2	5	15	40	25	10	3	2	3	1	9	9	2	54	8	茨城県	2	7	2	8	ok	0	4068	105	0	0	1675	86	2393	19
V3-D-199	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	9	2	69	40	福岡県	2	6	2	5	ok	0	4072	105	0	0	1677	86	2395	19
V3-D-200	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	9	9	2	58	23	愛知県	1	7	2	8	ok	0	4090	105	0	0	1686	86	2404	19
V3-D-201	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	11	1	34	22	静岡県	1	1	1	4	ok	0	4088	105	0	0	1685	86	2403	19
V3-D-202	V3	D	1	8	2	5	10	25	30	20	5	5	3	1	9	11	2	91	14	神奈川県	1	8	1	1	ok	0	4086	105	0	0	1684	86	2402	19
V3-D-203	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	11	1	26	23	愛知県	1	1	2	1	ok	0	4076	105	0	0	1679	86	2397	19
V3-D-204	V3	D	1	9	2	5	10	30	30	15	5	5	3	1	9	9	1	88	13	東京都	2	2	2	1	ok	0	4046	105	0	0	1664	86	2382	19
V3-D-205	V3	D	2	10	2	5	10	25	35	15	5	5	3	1	10	9	2	26	44	大分県	1	1	4	3	ok	0	4076	105	0	0	1679	86	2397	19
V3-D-206	V3	D	1	8	2	5	10	35	30	15	3	2	3	1	9	11	1	62	13	東京都	2	1	2	1	ok	0	4052	105	0	0	1667	86	2385	19
V3-D-207	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	9	2	49	40	福岡県	2	8	7	3	ok	0	4062	105	0	0	1672	86	2390	19
V3-D-208	V3	D	1	9	2	5	10	30	30	15	5	5	3	1	9	9	2	95	13	東京都	1	6	2	4	ok	0	4090	105	0	0	1686	86	2404	19
V3-D-209	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	9	1	64	13	東京都	1	7	4	4	ok	0	4092	105	0	0	1687	86	2405	19
V3-D-210	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	11	2	29	12	千葉県	1	1	6	2	ok	0	4078	105	0	0	1680	86	2398	19
V3-D-211	V3	D	1	9	2	5	10	35	30	15	3	2	3	1	9	11	1	68	13	東京都	2	4	6	2	ok	0	4050	105	0	0	1666	86	2384	19
V3-D-212	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	11	1	67	28	兵庫県	2	3	2	1	ok	0	4092	105	0	0	1687	86	2405	19
V3-D-213	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	9	1	67	27	大阪府	2	7	6	3	ok	0	4070	105	0	0	1676	86	2394	19
V3-D-214	V3	D	1	9	2	5	15	30	30	15	3	2	3	1	9	11	2	78	21	岐阜県	2	1	1	4	ok	0	4074	105	0	0	1678	86	2396	19
V3-D-215	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	9	2	37	42	長崎県	1	3	5	3	ok	0	4116	105	0	0	1699	86	2417	19
V3-D-216	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	9	1	73	12	千葉県	2	8	6	1	ok	0	4052	105	0	0	1667	86	2385	19
V3-D-217	V3	D	1	9	2	5	15	35	25	15	3	2	3	1	9	11	1	53	13	東京都	2	6	2	6	ok	0	4070	105	0	0	1676	86	2394	19
V3-D-218	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	9	2	28	34	広島県	1	2	6	2	ok	0	4066	105	0	0	1674	86	2392	19
V3-D-219	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	9	9	2	73	33	岡山県	1	8	2	6	ok	0	4080	105	0	0	1681	86	2399	19
V3-D-220	V3	D	2	10	2	5	10	25	35	20	3	2	3	1	9	11	1	49	12	千葉県	2	1	4	8	ok	0	4056	105	0	0	1669	86	2387	19
V3-D-221	V3	D	1	9	2	5	15	35	25	15	3	2	3	1	9	11	2	58	27	大阪府	1	6	2	8	ok	0	4086	105	0	0	1684	86	2402	19
V3-D-222	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	11	1	45	13	東京都	2	2	6	6	ok	0	4050	105	0	0	1666	86	2384	19
V3-D-223	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	9	1	52	13	東京都	2	8	4	7	ok	0	4064	105	0	0	1673	86	2391	19
V3-D-224	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	9	1	35	11	埼玉県	2	4	2	5	ok	0	4062	105	0	0	1672	86	2390	19
V3-D-225	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	9	1	68	28	兵庫県	2	1	6	3	ok	0	4062	105	0	0	1672	86	2390	19
V3-D-226	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	11	1	44	28	兵庫県	2	8	1	1	ok	0	4066	105	0	0	1674	86	2392	19
V3-D-227	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	9	2	49	28	兵庫県	1	9	2	7	ok	0	4078	105	0	0	1680	86	2398	19
V3-D-228	V3	D	2	10	2	5	10	25	35	15	5	5	3	1	10	9	1	32	28	兵庫県	1	1	4	2	ok	0	4086	105	0	0	1684	86	2402	19
V3-D-229	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	9	1	68	27	大阪府	2	7	2	4	ok	0	4074	105	0	0	1678	86	2396	19
V3-D-230	V3	D	2	10	2	5	10	30	30	15	5	5	3	1	9	11	1	74	14	神奈川県	2	1	6	1	ok	0	4054	105	0	0	1668	86	2386	19
V3-D-231	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	11	1	53	4	宮城県	2	8	2	7	ok	0	4066	105	0	0	1674	86	2392	19
V3-D-232	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	9	2	40	13	東京都	2	8	4	5	ok	0	4062	105	0	0	1672	86	2390	19
V3-D-233	V3	D	1	9	2	5	15	35	25	15	3	2	3	1	9	11	1	41	27	大阪府	2	6	2	6	ok	0	4072	105	0	0	1677	86	2395	19
V3-D-234	V3	D	2	10	2	5	10	30	30	15	5	5	3	1	10	9	2	33	23	愛知県	1	3	6	4	ok	0	4114	105	0	0	1698	86	2416	19
V3-D-235	V3	D	1	8	2	5	10	25	30	20	5	5	3	1	9	11	1	71	23	愛知県	2	8	2	1	ok	0	4058	105	0	0	1670	86	2388	19
V3-D-236	V3	D	1	9	2	5	10	30	30	15	5	5	3	1	9	11	1	79	13	東京都	2	1	2	4	ok	0	4060	105	0	0	1671	86	2389	19
V3-D-237	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	9	2	46	6	山形県	1	1	2	1	ok	0	4068	105	0	0	1675	86	2393	19
V3-D-238	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	9	1	75	28	兵庫県	2	6	2	4	ok	0	4076	105	0	0	1679	86	2397	19
V3-D-239	V3	D	1	9	2	5	10	35	30	15	3	2	3	1	9	11	1	34	13	東京都	2	8	2	3	ok	0	4062	105	0	0	1672	86	2390	19
V3-D-240	V3	D	1	9	2	5	10	30	30	15	5	5	3	1	9	11	2	84	27	大阪府	2	1	2	2	ok	0	4062	105	0	0	1672	86	2390	19
V3-D-241	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	9	2	67	6	山形県	2	8	2	4	ok	0	4058	105	0	0	1670	86	2388	19
V3-D-242	V3	D	1	9	2	5	15	30	25	15	5	5	3	1	9	9	2	88	1	北海道	2	7	2	3	ok	0	4070	105	0	0	1676	86	2394	19
V3-D-243	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	9	2	21	40	福岡県	1	2	2	2	ok	0	4076	105	0	0	1679	86	2397	19
V3-D-244	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	9	2	55	1	北海道	1	1	2	4	ok	0	4078	105	0	0	1680	86	2398	19
V3-D-245	V3	D	2	9	2	5	10	30	30	15	7	3	3	1	9	11	1	42	13	東京都	2	4	7	4	ok	0	4052	105	0	0	1667	86	2385	19
V3-D-246	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	9	2	47	10	群馬県	2	7	2	2	ok	0	4074	105	0	0	1678	86	2396	19
V3-D-247	V3	D	2	10	2	5	10	25	30	20	5	5	3	1	10	9	1	76	14	神奈川県	2	4	1	3	ok	0	4066	105	0	0	1674	86	2392	19
V3-D-248	V3	D	1	8	2	5	10	30	30	15	5	5	3	1	9	11	2	68	14	神奈川県	1	1	2	1	ok	0	4076	103	0	0	1680	84	2396	19
V3-D-249	V3	D	1	8	2	5	15	35	25	15	3	2	3	1	9	11	1	45	8	茨城県	1	2	2	4	ok	0	4076	105	0	0	1679	86	2397	19
V3-D-250	V3	D	2	9	2	5	10	30	30	15	5	5	3	1	9	9	2	96	13	東京都	1	2	6	2	ok	0	4070	105	0	0	1676	86	2394	19
V4-A-001	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	1	88	34	広島県	2	7	2	1	ok	0	4050	97	0	0	1726	86	2324	11
V4-A-002	V4	A	1	9	2	5	10	30	30	15	5	5			9	11	1	75	1	北海道	1	7	1	1	ok	0	4078	97	0	0	1740	86	2338	11
V4-A-003	V4	A	2	10	2	5	10	25	35	20	3	2			9	11	1	45	23	愛知県	2	2	6	4	ok	0	4044	97	0	0	1723	86	2321	11
V4-A-004	V4	A	2	10	2	5	10	25	30	20	5	5			10	11	2	62	23	愛知県	2	1	2	4	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-005	V4	A	2	9	2	5	10	25	30	20	5	5			9	9	2	34	22	静岡県	2	8	2	5	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-006	V4	A	2	9	2	5	10	30	30	15	5	5			10	11	1	40	13	東京都	2	1	7	8	ok	0	4042	97	0	0	1722	86	2320	11
V4-A-007	V4	A	2	9	2	5	10	25	30	20	5	5			9	9	1	77	1	北海道	2	7	2	2	ok	0	4060	97	0	0	1731	86	2329	11
V4-A-008	V4	A	1	8	2	5	10	25	30	20	5	5			9	11	2	82	47	沖縄県	1	2	1	1	ok	0	4068	97	0	0	1735	86	2333	11
V4-A-009	V4	A	2	10	2	5	10	25	30	20	7	3			10	9	2	31	11	埼玉県	2	1	6	2	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-010	V4	A	2	10	2	5	10	25	30	20	5	5			9	9	2	75	12	千葉県	1	7	1	3	ok	0	4090	97	0	0	1746	86	2344	11
V4-A-011	V4	A	2	10	2	5	10	25	30	20	7	3			10	9	2	57	20	長野県	2	7	4	6	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-012	V4	A	2	9	2	5	10	25	30	20	5	5			9	11	1	78	34	広島県	2	7	6	2	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-013	V4	A	2	9	2	5	10	25	30	20	7	3			9	9	2	59	1	北海道	2	4	5	4	ok	0	4042	97	0	0	1722	86	2320	11
V4-A-014	V4	A	2	9	2	5	10	25	30	20	5	5			9	11	2	27	22	静岡県	1	1	5	2	ok	0	4072	97	0	0	1737	86	2335	11
V4-A-015	V4	A	2	10	2	5	10	20	30	25	5	5			10	11	1	59	42	長崎県	1	7	2	1	ok	0	4076	97	0	0	1739	86	2337	11
V4-A-016	V4	A	2	10	2	5	10	25	30	20	5	5			10	11	1	37	11	埼玉県	2	1	2	1	ok	0	4050	97	0	0	1726	86	2324	11
V4-A-017	V4	A	2	9	2	5	10	30	30	15	5	5			9	11	2	38	13	東京都	2	1	6	2	ok	0	4046	97	0	0	1724	86	2322	11
V4-A-018	V4	A	2	9	2	5	10	25	30	20	5	5			10	9	1	55	12	千葉県	2	6	4	2	ok	0	4062	97	0	0	1732	86	2330	11
V4-A-019	V4	A	2	10	2	5	10	20	30	25	5	5			10	9	2	25	34	広島県	2	8	6	2	ok	0	4044	97	0	0	1723	86	2321	11
V4-A-020	V4	A	1	9	2	5	10	30	30	15	5	5			9	11	2	54	13	東京都	2	7	2	6	ok	0	4062	97	0	0	1732	86	2330	11
V4-A-021	V4	A	2	9	2	5	10	25	30	20	5	5			9	11	2	41	38	愛媛県	2	8	2	5	ok	0	4052	97	0	0	1727	86	2325	11
V4-A-022	V4	A	2	9	2	5	10	25	30	20	5	5			9	11	2	52	1	北海道	2	2	2	1	ok	0	4034	97	0	0	1718	86	2316	11
V4-A-023	V4	A	2	9	2	5	10	25	30	20	5	5			9	9	1	80	1	北海道	2	1	1	3	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-024	V4	A	1	9	2	5	10	30	30	15	5	5			9	11	1	67	26	京都府	2	8	1	1	ok	0	4046	97	0	0	1724	86	2322	11
V4-A-025	V4	A	1	9	2	5	10	30	30	15	5	5			9	11	1	54	13	東京都	1	1	6	1	ok	0	4058	97	0	0	1730	86	2328	11
V4-A-026	V4	A	2	9	2	5	10	25	30	20	5	5			9	11	1	45	13	東京都	2	7	4	8	ok	0	4056	97	0	0	1729	86	2327	11
V4-A-027	V4	A	2	10	2	5	10	20	30	25	5	5			10	9	1	88	23	愛知県	2	6	1	1	ok	0	4062	97	0	0	1732	86	2330	11
V4-A-028	V4	A	2	10	2	5	10	25	30	20	5	5			10	11	2	31	40	福岡県	1	1	2	2	ok	0	4072	97	0	0	1737	86	2335	11
V4-A-029	V4	A	2	10	2	5	10	25	30	20	5	5			10	11	2	39	28	兵庫県	1	1	6	4	ok	0	4072	97	0	0	1737	86	2335	11
V4-A-030	V4	A	2	10	2	5	10	25	30	20	7	3			10	9	1	39	1	北海道	2	1	6	4	ok	0	4044	97	0	0	1723	86	2321	11
V4-A-031	V4	A	2	10	2	5	10	20	35	20	5	5			10	9	1	42	23	愛知県	2	1	2	7	ok	0	4056	97	0	0	1729	86	2327	11
V4-A-032	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	2	20	27	大阪府	1	3	6	1	ok	0	4094	97	0	0	1748	86	2346	11
V4-A-033	V4	A	2	10	2	5	10	25	30	20	5	5			9	11	2	61	12	千葉県	2	8	2	4	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-034	V4	A	1	10	2	5	10	20	30	25	5	5			9	9	2	86	20	長野県	2	7	5	2	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-035	V4	A	2	10	2	5	10	20	30	25	5	5			10	9	1	84	14	神奈川県	1	1	2	2	ok	0	4076	97	0	0	1739	86	2337	11
V4-A-036	V4	A	2	9	2	5	10	30	30	15	5	5			9	11	1	52	13	東京都	1	1	6	1	ok	0	4058	97	0	0	1730	86	2328	11
V4-A-037	V4	A	2	10	2	5	5	15	30	30	10	5			10	9	2	81	28	兵庫県	2	8	2	5	ok	0	4058	97	0	0	1730	86	2328	11
V4-A-038	V4	A	1	9	2	5	10	30	30	15	5	5			9	11	2	75	22	静岡県	2	1	2	1	ok	0	4044	97	0	0	1723	86	2321	11
V4-A-039	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	2	24	14	神奈川県	1	7	6	3	ok	0	4084	97	0	0	1743	86	2341	11
V4-A-040	V4	A	1	9	2	5	10	30	30	15	5	5			9	11	1	86	13	東京都	1	7	2	1	ok	0	4074	97	0	0	1738	86	2336	11
V4-A-041	V4	A	1	8	2	5	10	25	30	20	5	5			9	11	1	50	11	埼玉県	2	8	2	1	ok	0	4052	97	0	0	1727	86	2325	11
V4-A-042	V4	A	2	10	2	5	10	25	35	20	3	2			10	9	1	47	12	千葉県	2	4	6	5	ok	0	4042	97	0	0	1722	86	2320	11
V4-A-043	V4	A	2	9	2	5	10	30	30	15	5	5			9	11	1	27	13	東京都	2	1	7	1	ok	0	4040	97	0	0	1721	86	2319	11
V4-A-044	V4	A	2	10	2	5	10	25	35	20	3	2			10	11	2	60	11	埼玉県	2	1	5	7	ok	0	4060	97	0	0	1731	86	2329	11
V4-A-045	V4	A	2	9	2	5	10	25	30	20	5	5			9	11	2	38	1	北海道	2	6	1	4	ok	0	4064	97	0	0	1733	86	2331	11
V4-A-046	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	1	70	12	千葉県	1	1	2	1	ok	0	4064	97	0	0	1733	86	2331	11
V4-A-047	V4	A	2	10	2	5	10	20	30	25	7	3			10	9	1	35	43	熊本県	2	1	4	4	ok	0	4052	97	0	0	1727	86	2325	11
V4-A-048	V4	A	2	9	2	5	10	25	30	20	7	3			9	11	1	38	26	京都府	2	1	2	6	ok	0	4046	97	0	0	1724	86	2322	11
V4-A-049	V4	A	2	10	2	5	10	25	35	20	3	2			10	11	1	53	27	大阪府	1	6	6	7	ok	0	4080	97	0	0	1741	86	2339	11
V4-A-050	V4	A	2	10	2	5	10	25	30	20	7	3			10	11	1	38	14	神奈川県	2	1	7	2	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-051	V4	A	1	8	2	5	10	30	30	15	5	5			9	9	1	80	8	茨城県	2	3	1	3	ok	0	4092	97	0	0	1747	86	2345	11
V4-A-052	V4	A	1	9	2	5	10	25	30	20	5	5			9	11	2	71	27	大阪府	2	7	2	3	ok	0	4064	97	0	0	1733	86	2331	11
V4-A-053	V4	A	1	9	2	5	10	25	30	20	5	5			9	11	2	87	27	大阪府	2	7	1	1	ok	0	4062	97	0	0	1732	86	2330	11
V4-A-054	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	1	44	12	千葉県	2	7	2	4	ok	0	4064	97	0	0	1733	86	2331	11
V4-A-055	V4	A	1	8	2	5	10	30	30	15	5	5			9	11	2	77	8	茨城県	1	1	2	2	ok	0	4072	97	0	0	1737	86	2335	11
V4-A-056	V4	A	2	10	2	5	10	20	30	25	5	5			10	11	1	65	29	奈良県	2	2	1	2	ok	0	4052	97	0	0	1727	86	2325	11
V4-A-057	V4	A	2	8	2	5	10	30	30	15	5	5			9	11	1	29	8	茨城県	1	1	2	2	ok	0	4072	97	0	0	1737	86	2335	11
V4-A-058	V4	A	1	9	2	5	10	25	30	20	5	5			9	11	2	87	13	東京都	2	8	1	1	ok	0	4050	97	0	0	1726	86	2324	11
V4-A-059	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	2	56	45	宮崎県	2	2	2	3	ok	0	4052	97	0	0	1727	86	2325	11
V4-A-060	V4	A	2	10	2	5	10	20	30	25	7	3			10	9	2	32	7	福島県	1	1	5	6	ok	0	4062	97	0	0	1732	86	2330	11
V4-A-061	V4	A	2	10	2	5	10	25	30	20	7	3			10	11	1	62	12	千葉県	1	1	6	1	ok	0	4060	97	0	0	1731	86	2329	11
V4-A-062	V4	A	2	10	2	5	10	20	30	25	5	5			10	9	1	79	45	宮崎県	2	8	4	3	ok	0	4060	97	0	0	1731	86	2329	11
V4-A-063	V4	A	2	10	2	5	10	20	30	25	7	3			10	9	1	59	17	石川県	2	8	6	5	ok	0	4046	97	0	0	1724	86	2322	11
V4-A-064	V4	A	1	9	2	5	10	30	30	15	5	5			9	11	2	57	13	東京都	1	8	2	5	ok	0	4072	97	0	0	1737	86	2335	11
V4-A-065	V4	A	2	9	2	5	10	25	30	20	5	5			10	9	2	88	27	大阪府	1	3	2	3	ok	0	4106	97	0	0	1754	86	2352	11
V4-A-066	V4	A	2	10	2	5	10	20	30	25	5	5			9	11	2	66	28	兵庫県	1	2	2	4	ok	0	4070	97	0	0	1736	86	2334	11
V4-A-067	V4	A	2	10	2	5	10	25	30	20	5	5			10	11	1	51	39	高知県	2	1	1	4	ok	0	4052	97	0	0	1727	86	2325	11
V4-A-068	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	1	78	40	福岡県	2	8	2	3	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-069	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	2	63	39	高知県	2	7	2	4	ok	0	4058	97	0	0	1730	86	2328	11
V4-A-070	V4	A	2	9	2	5	10	30	30	15	5	5			9	11	2	48	13	東京都	2	1	6	4	ok	0	4046	97	0	0	1724	86	2322	11
V4-A-071	V4	A	2	10	2	5	10	20	30	25	5	5			10	11	2	47	7	福島県	2	7	2	2	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-072	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	2	58	32	島根県	2	8	2	3	ok	0	4048	97	0	0	1725	86	2323	11
V4-A-073	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	2	21	11	埼玉県	1	1	4	1	ok	0	4070	97	0	0	1736	86	2334	11
V4-A-074	V4	A	2	9	2	5	10	25	30	20	5	5			9	9	1	62	34	広島県	2	1	2	1	ok	0	4038	97	0	0	1720	86	2318	11
V4-A-075	V4	A	2	9	2	5	10	25	30	20	5	5			9	11	2	31	27	大阪府	2	6	2	5	ok	0	4062	97	0	0	1732	86	2330	11
V4-A-076	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	1	50	17	石川県	2	1	4	5	ok	0	4048	97	0	0	1725	86	2323	11
V4-A-077	V4	A	2	9	2	5	10	25	30	20	5	5			10	9	2	89	27	大阪府	1	4	2	1	ok	0	4058	97	0	0	1730	86	2328	11
V4-A-078	V4	A	2	10	2	5	10	25	30	20	5	5			10	11	1	61	11	埼玉県	2	8	6	4	ok	0	4056	97	0	0	1729	86	2327	11
V4-A-079	V4	A	2	9	2	5	10	25	30	20	7	3			9	11	2	44	13	東京都	2	1	6	2	ok	0	4044	95	0	0	1724	84	2320	11
V4-A-080	V4	A	2	10	2	5	10	20	30	25	5	5			10	9	2	89	25	滋賀県	1	2	2	1	ok	0	4060	97	0	0	1731	86	2329	11
V4-A-081	V4	A	2	10	2	5	10	20	30	25	5	5			10	11	2	86	23	愛知県	1	1	2	4	ok	0	4074	97	0	0	1738	86	2336	11
V4-A-082	V4	A	2	9	2	5	10	25	30	20	5	5			9	9	2	79	27	大阪府	1	6	2	2	ok	0	4082	97	0	0	1742	86	2340	11
V4-A-083	V4	A	1	9	2	5	10	30	30	15	5	5			9	11	2	50	26	京都府	1	8	6	2	ok	0	4064	97	0	0	1733	86	2331	11
V4-A-084	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	2	22	23	愛知県	1	1	2	2	ok	0	4074	97	0	0	1738	86	2336	11
V4-A-085	V4	A	1	9	2	5	10	30	30	15	5	5			9	11	2	69	26	京都府	2	7	5	6	ok	0	4058	97	0	0	1730	86	2328	11
V4-A-086	V4	A	2	10	2	5	10	20	30	25	5	5			10	9	2	57	25	滋賀県	2	1	2	3	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-087	V4	A	2	10	2	5	10	20	35	20	5	5			10	9	2	61	40	福岡県	2	1	2	4	ok	0	4052	97	0	0	1727	86	2325	11
V4-A-088	V4	A	2	9	2	5	10	25	30	20	5	5			9	9	2	64	27	大阪府	2	7	2	3	ok	0	4064	97	0	0	1733	86	2331	11
V4-A-089	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	2	67	42	長崎県	1	1	2	1	ok	0	4064	97	0	0	1733	86	2331	11
V4-A-090	V4	A	2	10	2	5	5	15	30	30	10	5			10	9	2	89	28	兵庫県	2	3	1	1	ok	0	4088	97	0	0	1745	86	2343	11
V4-A-091	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	2	21	23	愛知県	1	1	6	1	ok	0	4062	97	0	0	1732	86	2330	11
V4-A-092	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	2	49	23	愛知県	2	8	2	1	ok	0	4048	97	0	0	1725	86	2323	11
V4-A-093	V4	A	2	9	2	5	10	25	30	20	5	5			10	9	1	65	9	栃木県	2	7	2	2	ok	0	4068	97	0	0	1735	86	2333	11
V4-A-094	V4	A	2	9	2	5	10	25	30	20	5	5			9	9	1	98	13	東京都	2	6	2	2	ok	0	4060	97	0	0	1731	86	2329	11
V4-A-095	V4	A	2	9	2	5	10	30	30	20	3	2			9	9	1	57	13	東京都	2	8	6	7	ok	0	4050	97	0	0	1726	86	2324	11
V4-A-096	V4	A	2	10	2	5	10	20	30	25	5	5			10	9	2	26	11	埼玉県	2	1	4	1	ok	0	4050	97	0	0	1726	86	2324	11
V4-A-097	V4	A	1	8	2	5	10	30	30	15	5	5			8	9	1	77	8	茨城県	2	6	2	3	ok	0	4062	97	0	0	1732	86	2330	11
V4-A-098	V4	A	2	9	2	5	10	30	30	15	5	5			10	9	1	38	13	東京都	1	3	7	4	ok	0	4102	97	0	0	1752	86	2350	11
V4-A-099	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	1	71	11	埼玉県	2	8	2	2	ok	0	4060	97	0	0	1731	86	2329	11
V4-A-100	V4	A	2	9	2	5	10	25	35	20	3	2			10	9	1	33	13	東京都	2	4	6	6	ok	0	4040	97	0	0	1721	86	2319	11
V4-A-101	V4	A	1	9	2	5	10	30	30	15	5	5			9	11	1	20	13	東京都	1	8	2	1	ok	0	4064	97	0	0	1733	86	2331	11
V4-A-102	V4	A	2	9	2	5	10	25	30	20	5	5			9	11	2	50	27	大阪府	2	8	2	3	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-103	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	1	32	14	神奈川県	2	8	2	1	ok	0	4050	97	0	0	1726	86	2324	11
V4-A-104	V4	A	2	9	2	5	10	25	30	20	5	5			9	11	1	44	26	京都府	1	6	6	4	ok	0	4072	97	0	0	1737	86	2335	11
V4-A-105	V4	A	2	9	2	5	10	30	30	15	5	5			9	9	1	76	22	静岡県	2	1	1	5	ok	0	4058	97	0	0	1730	86	2328	11
V4-A-106	V4	A	2	10	2	5	10	25	30	20	5	5			10	9	1	61	27	大阪府	2	8	6	5	ok	0	4050	97	0	0	1726	86	2324	11
V4-A-107	V4	A	1	9	2	5	10	30	30	15	5	5			9	11	1	54	13	東京都	1	8	4	2	ok	0	4072	97	0	0	1737	86	2335	11
V4-A-108	V4	A	2	10	2	5	10	25	35	15	5	5			10	9	1	41	11	埼玉県	2	1	6	5	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-109	V4	A	2	10	2	5	10	25	35	20	3	2			10	11	1	41	14	神奈川県	2	8	6	8	ok	0	4048	97	0	0	1725	86	2323	11
V4-A-110	V4	A	2	10	2	5	10	25	30	20	5	5			10	11	1	30	28	兵庫県	2	6	7	3	ok	0	4064	97	0	0	1733	86	2331	11
V4-A-111	V4	A	1	9	2	5	10	25	30	20	5	5			9	11	2	92	13	東京都	1	8	2	1	ok	0	4064	97	0	0	1733	86	2331	11
V4-A-112	V4	A	2	11	2	5	10	20	30	25	5	5			10	9	2	52	47	沖縄県	2	8	2	6	ok	0	4058	97	0	0	1730	86	2328	11
V4-A-113	V4	A	2	10	2	5	10	20	30	25	5	5			10	9	1	69	12	千葉県	2	8	2	5	ok	0	4054	97	0	0	1728	86	2326	11
V4-A-114	V4	A	1	9	2	5	10	30	30	15	5	5			9	11	2	72	26	京都府	2	3	2	4	ok	0	4080	97	0	0	1741	86	2339	11
V4-A-115	V4	A	1	9	2	5	10	30	30	15	5	5			9	11	2	65	22	静岡県	2	2	1	2	ok	0	4052	97	0	0	1727	86	2325	11
V4-A-116	V4	A	2	10	2	5	10	20	30	25	5	5			10	9	1	22	29	奈良県	1	6	2	1	ok	0	4074	97	0	0	1738	86	2336	11
V4-A-117	V4	A	2	9	2	5	10	30	30	15	5	5			9	9	1	72	24	三重県	2	6	3	6	ok	0	4058	97	0	0	1730	86	2328	11
